Run  0 total,85.19,,,
Run  0 time,0,30.02,60.01,85.19
Run  0 count   1-0,0,1798,3586,5000
Run  0 delta_t 1-0,0,44.12,82.77,98.98
Run  0 count   4-3,0,1798,3586,5000
Run  0 delta_t 4-3,0,29966.93,59917.18,85082.70
