Run  0 total,92.03,,,,
Run  0 time,0,30.01,60.02,90.02,-1
Run  0 count   1-0,0,1669,3317,4899,5000
Run  0 delta_t 1-0,0,402.37,808.21,1161.17,1182.19
Run  0 count   4-3,0,1669,3317,4899,5000
Run  0 delta_t 4-3,0,29608.77,59204.47,88852.53,90844.53
