Run  0 total,92.62,,,,
Run  0 time,0,30.00,60.00,90.03,-1
Run  0 count   1-0,0,1653,3296,4870,5000
Run  0 delta_t 1-0,0,410.81,827.25,1186.52,1214.28
Run  0 count   4-3,0,1653,3296,4870,5000
Run  0 delta_t 4-3,0,29591.01,59173.94,88838.97,91398.81
