Run  0 total,88.26,,,
Run  0 time,0,30.00,60.01,-1
Run  0 count   1-0,0,1722,3450,5000
Run  0 delta_t 1-0,0,414.45,830.47,1166.63
Run  0 count   4-3,0,1722,3450,5000
Run  0 delta_t 4-3,0,29587.85,59174.33,87093.05
