Run  0 total,88.91,,,
Run  0 time,0,30.00,60.02,-1
Run  0 count   1-0,0,1708,3422,5000
Run  0 delta_t 1-0,0,410.02,822.84,1164.61
Run  0 count   4-3,0,1708,3422,5000
Run  0 delta_t 4-3,0,29589.05,59189.29,87743.86
