Run  0 total,85.89,,,
Run  0 time,0,30.00,60.02,85.89
Run  0 count   1-0,0,1771,3552,5000
Run  0 delta_t 1-0,0,6.42,12.98,18.37
Run  0 count   4-3,0,1771,3552,5000
Run  0 delta_t 4-3,0,29997.13,60005.50,85861.75
