Run  0 total,94.89,,,,
Run  0 time,0,30.00,60.01,90.01,-1
Run  0 count   1-0,0,1620,3220,4763,5000
Run  0 delta_t 1-0,0,392.03,789.70,1137.56,1189.95
Run  0 count   4-3,0,1620,3220,4763,5000
Run  0 delta_t 4-3,0,29607.88,59218.06,88865.94,93699.53
