Run  0 total,89.83,,,
Run  0 time,0,30.01,60.02,-1
Run  0 count   1-0,0,1691,3388,5000
Run  0 delta_t 1-0,0,405.57,817.49,1169.06
Run  0 count   4-3,0,1691,3388,5000
Run  0 delta_t 4-3,0,29599.87,59196.79,88656.35
