Run  0 total,97.28,,,,
Run  0 time,0,30.02,60.02,90.02,-1
Run  0 count   1-0,0,1583,3145,4650,5000
Run  0 delta_t 1-0,0,381.68,766.04,1105.96,1181.29
Run  0 count   4-3,0,1583,3145,4650,5000
Run  0 delta_t 4-3,0,29637.52,59250.59,88907.50,96089.65
