Run  0 total,89.79,,,
Run  0 time,0,30.02,60.02,-1
Run  0 count   1-0,0,1691,3388,5000
Run  0 delta_t 1-0,0,407.62,822.24,1171.73
Run  0 count   4-3,0,1691,3388,5000
Run  0 delta_t 4-3,0,29607.05,59189.98,88611.74
