Run  0 total,87.09,,,
Run  0 time,0,30.01,60.00,87.09
Run  0 count   1-0,0,1758,3504,5000
Run  0 delta_t 1-0,0,17.99,24.17,29.25
Run  0 count   4-3,0,1758,3504,5000
Run  0 delta_t 4-3,0,29988.05,59976.72,87057.33
