Run  0 total,96.82,,,,
Run  0 time,0,30.01,60.02,90.02,-1
Run  0 count   1-0,0,1587,3159,4670,5000
Run  0 delta_t 1-0,0,384.74,774.37,1116.46,1188.19
Run  0 count   4-3,0,1587,3159,4670,5000
Run  0 delta_t 4-3,0,29627.74,59242.58,88897.68,95630.35
