Run  0 total,87.06,,,
Run  0 time,0,30.01,60.02,-1
Run  0 count   1-0,0,1745,3499,5000
Run  0 delta_t 1-0,0,428.95,858.30,1189.34
Run  0 count   4-3,0,1745,3499,5000
Run  0 delta_t 4-3,0,29582.88,59155.50,85870.22
