Run  0 total,87.58,,,
Run  0 time,0,30.01,60.01,-1
Run  0 count   1-0,0,1734,3474,5000
Run  0 delta_t 1-0,0,421.74,844.70,1179.05
Run  0 count   4-3,0,1734,3474,5000
Run  0 delta_t 4-3,0,29586.00,59164.79,86400.92
