Run  0 total,87.62,,,
Run  0 time,0,30.02,60.00,-1
Run  0 count   1-0,0,1735,3473,5000
Run  0 delta_t 1-0,0,425.12,851.16,1185.93
Run  0 count   4-3,0,1735,3473,5000
Run  0 delta_t 4-3,0,29590.37,59148.88,86430.35
