Run  0 total,96.59,,,,
Run  0 time,0,30.01,60.01,90.01,-1
Run  0 count   1-0,0,1592,3165,4679,5000
Run  0 delta_t 1-0,0,380.55,768.27,1108.93,1177.40
Run  0 count   4-3,0,1592,3165,4679,5000
Run  0 delta_t 4-3,0,29627.60,59241.48,88895.79,95406.33
