Run  0 total,87.72,,,
Run  0 time,0,30.00,60.01,-1
Run  0 count   1-0,0,1732,3469,5000
Run  0 delta_t 1-0,0,418.25,837.69,1170.22
Run  0 count   4-3,0,1732,3469,5000
Run  0 delta_t 4-3,0,29585.82,59170.92,86550.62
