Run  0 total,108.27,,,,
Run  0 time,0,30.02,60.02,90.01,-1
Run  0 count   1-0,0,1415,2838,4196,5000
Run  0 delta_t 1-0,0,337.88,683.80,994.22,1164.53
Run  0 count   4-3,0,1415,2838,4196,5000
Run  0 delta_t 4-3,0,29675.07,59331.78,89012.21,107103.23
