Run  0 total,96.88,,,,
Run  0 time,0,30.01,60.02,90.00,-1
Run  0 count   1-0,0,1586,3156,4666,5000
Run  0 delta_t 1-0,0,387.22,779.48,1125.71,1198.63
Run  0 count   4-3,0,1586,3156,4666,5000
Run  0 delta_t 4-3,0,29625.67,59238.95,88874.19,95672.69
