Run  0 total,87.57,,,
Run  0 time,0,30.00,60.01,-1
Run  0 count   1-0,0,1735,3474,5000
Run  0 delta_t 1-0,0,424.82,847.38,1180.43
Run  0 count   4-3,0,1735,3474,5000
Run  0 delta_t 4-3,0,29576.55,59156.64,86388.44
