Run  0 total,108.97,,,,
Run  0 time,0,30.02,60.02,90.01,-1
Run  0 count   1-0,0,1407,2819,4170,5000
Run  0 delta_t 1-0,0,339.22,686.98,999.56,1175.67
Run  0 count   4-3,0,1407,2819,4170,5000
Run  0 delta_t 4-3,0,29674.93,59333.37,89007.02,107794.19
