Run  0 total,96.31,,,,
Run  0 time,0,30.01,60.01,90.02,-1
Run  0 count   1-0,0,1596,3174,4692,5000
Run  0 delta_t 1-0,0,386.04,775.12,1119.28,1185.44
Run  0 count   4-3,0,1596,3174,4692,5000
Run  0 delta_t 4-3,0,29619.53,59228.09,88895.05,95118.18
