Run  0 total,92.69,,,,
Run  0 time,0,30.01,60.02,90.00,-1
Run  0 count   1-0,0,1655,3296,4867,5000
Run  0 delta_t 1-0,0,403.16,811.28,1164.24,1192.50
Run  0 count   4-3,0,1655,3296,4867,5000
Run  0 delta_t 4-3,0,29605.66,59209.16,88834.04,91490.40
