Run  0 total,87.15,,,
Run  0 time,0,30.00,60.02,-1
Run  0 count   1-0,0,1743,3496,5000
Run  0 delta_t 1-0,0,424.99,851.04,1180.40
Run  0 count   4-3,0,1743,3496,5000
Run  0 delta_t 4-3,0,29576.69,59162.07,85966.89
