Run  0 total,87.81,,,
Run  0 time,0,30.00,60.01,-1
Run  0 count   1-0,0,1731,3465,5000
Run  0 delta_t 1-0,0,420.91,842.34,1177.86
Run  0 count   4-3,0,1731,3465,5000
Run  0 delta_t 4-3,0,29579.71,59163.48,86628.97
