Run  0 total,87.24,,,
Run  0 time,0,30.02,60.00,-1
Run  0 count   1-0,0,1744,3493,5000
Run  0 delta_t 1-0,0,427.86,854.77,1187.62
Run  0 count   4-3,0,1744,3493,5000
Run  0 delta_t 4-3,0,29588.55,59144.71,86047.91
