Run  0 total,86.13,,,
Run  0 time,0,30.00,60.01,86.13
Run  0 count   1-0,0,1776,3549,5000
Run  0 delta_t 1-0,0,17.53,23.60,28.80
Run  0 count   4-3,0,1776,3549,5000
Run  0 delta_t 4-3,0,29982.59,59978.22,86099.21
