Run  0 total,86.80,,,
Run  0 time,0,30.00,60.01,86.80
Run  0 count   1-0,0,1765,3521,5000
Run  0 delta_t 1-0,0,44.92,89.01,108.44
Run  0 count   4-3,0,1765,3521,5000
Run  0 delta_t 4-3,0,29953.01,59917.84,86685.50
