Run  0 total,87.06,,,
Run  0 time,0,30.02,60.00,87.06
Run  0 count   1-0,0,1760,3505,5000
Run  0 delta_t 1-0,0,27.86,33.95,38.92
Run  0 count   4-3,0,1760,3505,5000
Run  0 delta_t 4-3,0,29984.76,59965.62,87016.56
