Run  0 total,87.53,,,
Run  0 time,0,30.00,60.01,-1
Run  0 count   1-0,0,1736,3479,5000
Run  0 delta_t 1-0,0,421.27,845.10,1178.05
Run  0 count   4-3,0,1736,3479,5000
Run  0 delta_t 4-3,0,29578.21,59158.62,86350.41
