Run  0 total,86.40,,,
Run  0 time,0,30.01,60.02,86.40
Run  0 count   1-0,0,1774,3537,5000
Run  0 delta_t 1-0,0,17.30,23.39,28.46
Run  0 count   4-3,0,1774,3537,5000
Run  0 delta_t 4-3,0,29994.88,59990.53,86370.16
