Run  0 total,87.63,,,
Run  0 time,0,30.00,60.02,-1
Run  0 count   1-0,0,1734,3473,5000
Run  0 delta_t 1-0,0,423.22,848.42,1183.35
Run  0 count   4-3,0,1734,3473,5000
Run  0 delta_t 4-3,0,29581.12,59164.77,86446.65
