Run  0 total,109.41,,,,
Run  0 time,0,30.01,60.02,90.02,-1
Run  0 count   1-0,0,1402,2808,4153,5000
Run  0 delta_t 1-0,0,335.31,683.65,995.38,1176.19
Run  0 count   4-3,0,1402,2808,4153,5000
Run  0 delta_t 4-3,0,29671.61,59333.87,89016.61,108224.67
