Run  0 total,88.33,,,
Run  0 time,0,30.01,60.02,-1
Run  0 count   1-0,0,1721,3447,5000
Run  0 delta_t 1-0,0,415.19,834.33,1173.52
Run  0 count   4-3,0,1721,3447,5000
Run  0 delta_t 4-3,0,29593.30,59179.71,87151.76
