Run  0 total,87.10,,,
Run  0 time,0,30.00,60.01,-1
Run  0 count   1-0,0,1743,3498,5000
Run  0 delta_t 1-0,0,422.58,845.79,1174.24
Run  0 count   4-3,0,1743,3498,5000
Run  0 delta_t 4-3,0,29578.70,59160.54,85920.74
