Run  0 total,92.11,,,,
Run  0 time,0,30.00,60.00,90.02,-1
Run  0 count   1-0,0,1661,3310,4895,5000
Run  0 delta_t 1-0,0,400.94,805.85,1159.65,1181.34
Run  0 count   4-3,0,1661,3310,4895,5000
Run  0 delta_t 4-3,0,29601.04,59191.97,88850.21,90921.04
