Run  0 total,89.05,,,
Run  0 time,0,30.00,60.00,-1
Run  0 count   1-0,0,1707,3419,5000
Run  0 delta_t 1-0,0,409.85,825.20,1168.13
Run  0 count   4-3,0,1707,3419,5000
Run  0 delta_t 4-3,0,29593.26,59175.74,87878.70
