Run  0 total,92.27,,,,
Run  0 time,0,30.00,60.01,90.00,-1
Run  0 count   1-0,0,1662,3305,4885,5000
Run  0 delta_t 1-0,0,398.96,802.58,1152.61,1176.59
Run  0 count   4-3,0,1662,3305,4885,5000
Run  0 delta_t 4-3,0,29603.50,59203.76,88845.29,91085.40
