Run  0 total,91.84,,,,
Run  0 time,0,30.00,60.01,90.00,-1
Run  0 count   1-0,0,1669,3320,4908,5000
Run  0 delta_t 1-0,0,402.49,807.53,1157.91,1176.37
Run  0 count   4-3,0,1669,3320,4908,5000
Run  0 delta_t 4-3,0,29600.90,59200.16,88842.28,90659.80
