Run  0 total,87.62,,,
Run  0 time,0,30.02,60.01,-1
Run  0 count   1-0,0,1736,3472,5000
Run  0 delta_t 1-0,0,420.67,842.08,1174.36
Run  0 count   4-3,0,1736,3472,5000
Run  0 delta_t 4-3,0,29593.44,59163.57,86438.00
