Run  0 total,86.30,,,
Run  0 time,0,30.01,60.02,86.30
Run  0 count   1-0,0,1776,3542,5000
Run  0 delta_t 1-0,0,53.64,101.25,122.09
Run  0 count   4-3,0,1776,3542,5000
Run  0 delta_t 4-3,0,29956.97,59912.16,86173.36
