Run  0 total,88.80,,,
Run  0 time,0,30.01,60.02,-1
Run  0 count   1-0,0,1713,3430,5000
Run  0 delta_t 1-0,0,409.95,823.42,1161.43
Run  0 count   4-3,0,1713,3430,5000
Run  0 delta_t 4-3,0,29597.87,59195.06,87635.87
