Run  0 total,109.73,,,,
Run  0 time,0,30.00,60.03,90.01,-1
Run  0 count   1-0,0,1394,2798,4139,5000
Run  0 delta_t 1-0,0,343.46,700.01,1020.54,1211.41
Run  0 count   4-3,0,1394,2798,4139,5000
Run  0 delta_t 4-3,0,29657.10,59333.37,88982.85,108510.85
