Run  0 total,87.86,,,
Run  0 time,0,30.02,60.01,-1
Run  0 count   1-0,0,1730,3463,5000
Run  0 delta_t 1-0,0,420.43,840.50,1176.21
Run  0 count   4-3,0,1730,3463,5000
Run  0 delta_t 4-3,0,29593.35,59164.48,86684.29
