Run  0 total,87.11,,,
Run  0 time,0,30.00,60.01,87.11
Run  0 count   1-0,0,1757,3506,5000
Run  0 delta_t 1-0,0,24.13,30.20,35.25
Run  0 count   4-3,0,1757,3506,5000
Run  0 delta_t 4-3,0,29975.15,59973.44,87068.79
