Run  0 total,86.10,,,
Run  0 time,0,30.01,60.01,86.10
Run  0 count   1-0,0,1780,3550,5000
Run  0 delta_t 1-0,0,48.41,92.49,111.82
Run  0 count   4-3,0,1780,3550,5000
Run  0 delta_t 4-3,0,29957.81,59913.97,85984.33
