Run  0 total,94.96,,,,
Run  0 time,0,30.01,60.01,90.02,-1
Run  0 count   1-0,0,1615,3216,4761,5000
Run  0 delta_t 1-0,0,397.96,798.90,1149.28,1202.05
Run  0 count   4-3,0,1615,3216,4761,5000
Run  0 delta_t 4-3,0,29611.53,59206.74,88867.57,93754.53
