Run  0 total,92.85,,,,
Run  0 time,0,30.00,60.02,90.01,-1
Run  0 count   1-0,0,1651,3291,4860,5000
Run  0 delta_t 1-0,0,402.16,809.28,1163.26,1193.16
Run  0 count   4-3,0,1651,3291,4860,5000
Run  0 delta_t 4-3,0,29598.21,59205.54,88841.01,91650.95
