Run  0 total,92.46,,,,
Run  0 time,0,30.00,60.00,90.01,-1
Run  0 count   1-0,0,1659,3303,4877,5000
Run  0 delta_t 1-0,0,404.00,811.94,1166.86,1193.28
Run  0 count   4-3,0,1659,3303,4877,5000
Run  0 delta_t 4-3,0,29596.53,59189.45,88842.12,91265.85
