Run  0 total,96.98,,,,
Run  0 time,0,30.01,60.02,90.01,-1
Run  0 count   1-0,0,1586,3154,4662,5000
Run  0 delta_t 1-0,0,385.29,776.25,1119.85,1194.09
Run  0 count   4-3,0,1586,3154,4662,5000
Run  0 delta_t 4-3,0,29623.29,59239.50,88887.64,95785.55
