Run  0 total,92.04,,,,
Run  0 time,0,30.01,60.03,90.01,-1
Run  0 count   1-0,0,1664,3313,4898,5000
Run  0 delta_t 1-0,0,401.39,804.96,1157.68,1178.88
Run  0 count   4-3,0,1664,3313,4898,5000
Run  0 delta_t 4-3,0,29608.11,59224.37,88845.01,90858.57
