Run  0 total,109.75,,,,
Run  0 time,0,30.00,60.01,90.01,-1
Run  0 count   1-0,0,1394,2797,4139,5000
Run  0 delta_t 1-0,0,345.56,703.17,1023.36,1214.16
Run  0 count   4-3,0,1394,2797,4139,5000
Run  0 delta_t 4-3,0,29655.64,59300.86,88985.66,108526.43
