Run  0 total,93.16,,,,
Run  0 time,0,30.00,60.01,90.01,-1
Run  0 count   1-0,0,1648,3281,4846,5000
Run  0 delta_t 1-0,0,401.15,803.95,1156.95,1190.26
Run  0 count   4-3,0,1648,3281,4846,5000
Run  0 delta_t 4-3,0,29599.27,59207.19,88849.57,91960.20
