Run  0 total,85.66,,,
Run  0 time,0,30.01,60.02,85.66
Run  0 count   1-0,0,1775,3557,5000
Run  0 delta_t 1-0,0,7.06,14.37,20.02
Run  0 count   4-3,0,1775,3557,5000
Run  0 delta_t 4-3,0,29998.50,59999.87,85639.58
