Run  0 total,97.60,,,,
Run  0 time,0,30.00,60.02,90.01,-1
Run  0 count   1-0,0,1576,3137,4637,5000
Run  0 delta_t 1-0,0,383.66,773.23,1115.77,1194.50
Run  0 count   4-3,0,1576,3137,4637,5000
Run  0 delta_t 4-3,0,29617.63,59245.86,88886.35,96397.20
