Run  0 total,87.74,,,
Run  0 time,0,30.00,60.01,-1
Run  0 count   1-0,0,1731,3467,5000
Run  0 delta_t 1-0,0,418.02,836.27,1169.96
Run  0 count   4-3,0,1731,3467,5000
Run  0 delta_t 4-3,0,29582.40,59166.23,86568.21
