Run  0 total,109.72,,,,
Run  0 time,0,30.01,60.00,90.02,-1
Run  0 count   1-0,0,1397,2801,4142,5000
Run  0 delta_t 1-0,0,361.15,735.54,1067.87,1265.14
Run  0 count   4-3,0,1397,2801,4142,5000
Run  0 delta_t 4-3,0,29644.96,59262.78,88947.22,108450.41
