Run  0 total,109.08,,,,
Run  0 time,0,30.02,60.02,90.01,-1
Run  0 count   1-0,0,1406,2816,4166,5000
Run  0 delta_t 1-0,0,342.57,694.44,1010.94,1192.50
Run  0 count   4-3,0,1406,2816,4166,5000
Run  0 delta_t 4-3,0,29672.58,59324.16,88992.72,107886.63
