Run  0 total,87.87,,,
Run  0 time,0,30.00,60.01,-1
Run  0 count   1-0,0,1730,3463,5000
Run  0 delta_t 1-0,0,424.23,850.09,1189.44
Run  0 count   4-3,0,1730,3463,5000
Run  0 delta_t 4-3,0,29576.67,59153.55,86678.01
