Run  0 total,92.27,,,,
Run  0 time,0,30.01,60.02,90.01,-1
Run  0 count   1-0,0,1658,3307,4886,5000
Run  0 delta_t 1-0,0,406.21,815.14,1169.28,1193.16
Run  0 count   4-3,0,1658,3307,4886,5000
Run  0 delta_t 4-3,0,29602.04,59203.14,88837.24,91070.98
