Run  0 total,92.80,,,,
Run  0 time,0,30.00,60.02,90.01,-1
Run  0 count   1-0,0,1652,3291,4862,5000
Run  0 delta_t 1-0,0,399.81,804.54,1155.54,1184.66
Run  0 count   4-3,0,1652,3291,4862,5000
Run  0 delta_t 4-3,0,29601.98,59212.10,88846.45,91609.37
