Run  0 total,97.16,,,,
Run  0 time,0,30.02,60.01,90.01,-1
Run  0 count   1-0,0,1583,3148,4654,5000
Run  0 delta_t 1-0,0,384.40,773.70,1114.51,1189.76
Run  0 count   4-3,0,1583,3148,4654,5000
Run  0 delta_t 4-3,0,29634.25,59237.02,88895.07,95965.08
