Run  0 total,109.82,,,,
Run  0 time,0,30.00,60.00,90.02,-1
Run  0 count   1-0,0,1396,2799,4139,5000
Run  0 delta_t 1-0,0,336.22,680.67,989.30,1173.16
Run  0 count   4-3,0,1396,2799,4139,5000
Run  0 delta_t 4-3,0,29663.80,59318.10,89030.55,108641.45
