Run  0 total,86.28,,,
Run  0 time,0,30.02,60.01,86.28
Run  0 count   1-0,0,1776,3542,5000
Run  0 delta_t 1-0,0,46.69,90.10,108.91
Run  0 count   4-3,0,1776,3542,5000
Run  0 delta_t 4-3,0,29965.12,59913.07,86167.76
